"","X","ID","y","Number.of.Cylinders","material.grade","Lubrication","Valve.Type","Bearing.Vendor","Fuel.Type","Compression.ratio","cam.arrangement","Cylinder.arragement","Turbocharger","Varaible.Valve.Timing..VVT.","Cylinder.deactivation","Direct.injection","main.bearing.type","displacement","piston.type","Max..Torque","Peak.Power","Crankshaft.Design","Liner.Design.","TestA","TestB","TestA","TestB"
"2083",2083,2083,"fail",4,"d","L3","A","V4","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","low","high","CD1","LD2","pass","fail","pass","fail"
"2084",2084,2084,"pass",8,"g","L4","B","V5","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","pass","pass","pass","pass"
"2085",2085,2085,"fail",6,"c","L2","C","V6","gasoline","low","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"2086",2086,2086,"fail",6,"a","L4","A","V4","gasoline","low","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"2087",2087,2087,"pass",8,"c","L4","D","V3","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2088",2088,2088,"fail",6,"a","L4","B","V4","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"2089",2089,2089,"pass",6,"f","L2","C","V2","petrol","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"2090",2090,2090,"pass",6,"a","L4","D","V2","gasoline","low","SOHC","V","Yes","Yes","No","No","Roller","high","linear","high","low","CD1","LD1","fail","pass","fail","pass"
"2091",2091,2091,"fail",6,"c","L3","B","V2","gasoline","high","DOHC","inline","Yes","Yes","Yes","No","Roller","high","rotary","high","high","CD2","LD1","pass","fail","pass","fail"
"2092",2092,2092,"fail",4,"c","L3","B","V2","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","pass","pass","pass","pass"
"2093",2093,2093,"pass",4,"f","L4","B","V1","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2094",2094,2094,"fail",8,"d","L1","D","V5","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","fail","pass","fail","pass"
"2095",2095,2095,"pass",6,"f","L1","C","V3","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2096",2096,2096,"fail",4,"a","L2","A","V2","gasoline","low","DOHC","V","Yes","Yes","No","Yes","Roller","high","rotary","low","high","CD1","LD1","fail","pass","fail","pass"
"2097",2097,2097,"fail",4,"f","L2","D","V6","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","pass","pass","pass","pass"
"2098",2098,2098,"fail",8,"c","L2","A","V2","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD2","LD2","pass","fail","pass","fail"
"2099",2099,2099,"fail",4,"c","L4","D","V1","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2100",2100,2100,"fail",4,"f","L3","A","V2","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"2101",2101,2101,"fail",8,"c","L4","C","V2","gasoline","high","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","fail","pass","fail","pass"
"2102",2102,2102,"pass",8,"c","L2","D","V1","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","low","CD1","LD2","pass","fail","pass","fail"
"2103",2103,2103,"fail",8,"c","L3","A","V1","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","low","high","CD2","LD1","pass","fail","pass","fail"
"2104",2104,2104,"pass",6,"f","L3","B","V4","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2105",2105,2105,"pass",4,"g","L3","B","V3","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2106",2106,2106,"pass",4,"c","L4","B","V4","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD1","fail","pass","fail","pass"
"2107",2107,2107,"pass",6,"f","L3","B","V3","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","pass","pass","pass","pass"
"2108",2108,2108,"fail",8,"c","L4","D","V4","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","fail","pass","fail","pass"
"2109",2109,2109,"pass",4,"c","L2","A","V3","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2110",2110,2110,"fail",8,"c","L4","B","V3","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","fail","pass","fail","pass"
"2111",2111,2111,"fail",4,"c","L4","C","V2","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"2112",2112,2112,"fail",8,"g","L3","D","V4","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","fail","pass","fail","pass"
"2113",2113,2113,"pass",8,"d","L3","B","V2","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2114",2114,2114,"pass",6,"d","L2","D","V4","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2115",2115,2115,"pass",4,"b","L4","C","V2","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","pass","pass","pass","pass"
"2116",2116,2116,"fail",6,"c","L3","B","V3","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"2117",2117,2117,"fail",8,"c","L2","D","V3","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD1","pass","fail","pass","fail"
"2118",2118,2118,"fail",4,"f","L4","B","V2","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"2119",2119,2119,"pass",8,"g","L4","B","V5","gasoline","high","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2120",2120,2120,"pass",6,"c","L3","C","V5","gasoline","low","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","high","low","CD2","LD1","fail","pass","fail","pass"
"2121",2121,2121,"fail",4,"f","L4","A","V1","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"2122",2122,2122,"pass",4,"c","L2","C","V1","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD2","LD1","pass","fail","pass","fail"
"2123",2123,2123,"pass",8,"c","L3","B","V1","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"2124",2124,2124,"fail",6,"f","L1","A","V5","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","pass","fail","pass","fail"
"2125",2125,2125,"pass",4,"f","L2","A","V2","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2126",2126,2126,"fail",4,"c","L1","C","V4","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","low","high","CD1","LD2","pass","fail","pass","fail"
"2127",2127,2127,"pass",4,"f","L3","A","V2","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2128",2128,2128,"pass",8,"c","L2","B","V3","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2129",2129,2129,"pass",4,"d","L4","A","V5","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2130",2130,2130,"pass",6,"f","L3","D","V6","petrol","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"2131",2131,2131,"fail",4,"f","L4","B","V4","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","pass","fail","pass","fail"
"2132",2132,2132,"pass",4,"f","L3","B","V3","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2133",2133,2133,"fail",6,"c","L1","C","V1","gasoline","low","SOHC","V","Yes","Yes","No","No","Roller","high","linear","high","high","CD2","LD1","pass","pass","pass","pass"
"2134",2134,2134,"fail",4,"c","L2","C","V4","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD2","LD1","pass","fail","pass","fail"
"2135",2135,2135,"pass",4,"c","L1","C","V2","petrol","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","pass","fail","pass","fail"
"2136",2136,2136,"pass",8,"a","L2","C","V2","gasoline","high","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD2","LD1","pass","pass","pass","pass"
"2137",2137,2137,"fail",6,"c","L1","C","V3","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD2","LD2","pass","fail","pass","fail"
"2138",2138,2138,"pass",8,"a","L3","A","V3","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD2","fail","pass","fail","pass"
"2139",2139,2139,"pass",4,"f","L4","B","V2","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2140",2140,2140,"pass",4,"c","L2","D","V6","gasoline","low","SOHC","inline","Yes","No","Yes","Yes","Roller","high","linear","high","low","CD1","LD2","fail","pass","fail","pass"
"2141",2141,2141,"fail",4,"c","L1","C","V1","gasoline","low","SOHC","V","Yes","Yes","Yes","No","Roller","high","linear","high","low","CD2","LD1","pass","fail","pass","fail"
"2142",2142,2142,"fail",4,"c","L3","B","V2","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD2","LD1","fail","pass","fail","pass"
"2143",2143,2143,"pass",8,"c","L2","B","V1","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2144",2144,2144,"fail",4,"c","L2","C","V5","gasoline","low","DOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","low","high","CD2","LD1","fail","pass","fail","pass"
"2145",2145,2145,"pass",6,"f","L4","B","V3","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","fail","pass","fail","pass"
"2146",2146,2146,"pass",4,"c","L2","A","V1","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD2","LD2","fail","pass","fail","pass"
"2147",2147,2147,"pass",8,"c","L3","C","V4","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD2","fail","pass","fail","pass"
"2148",2148,2148,"pass",6,"f","L1","D","V6","petrol","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"2149",2149,2149,"fail",4,"a","L4","C","V1","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"2150",2150,2150,"fail",4,"c","L4","C","V6","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"2151",2151,2151,"pass",6,"c","L1","B","V4","gasoline","low","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","high","low","CD2","LD1","pass","fail","pass","fail"
"2152",2152,2152,"pass",8,"c","L3","A","V3","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","pass","pass","pass","pass"
"2153",2153,2153,"fail",8,"c","L2","D","V2","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","fail","pass","fail","pass"
"2154",2154,2154,"pass",4,"f","L4","D","V3","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2155",2155,2155,"pass",4,"c","L4","C","V6","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"2156",2156,2156,"pass",4,"f","L2","D","V2","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","low","CD1","LD1","pass","fail","pass","fail"
"2157",2157,2157,"fail",8,"d","L2","C","V1","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2158",2158,2158,"fail",6,"f","L3","B","V1","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"2159",2159,2159,"pass",4,"c","L4","C","V2","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD2","LD2","fail","pass","fail","pass"
"2160",2160,2160,"pass",8,"c","L2","C","V3","gasoline","low","SOHC","V","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2161",2161,2161,"pass",6,"f","L4","D","V6","petrol","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"2162",2162,2162,"fail",8,"c","L3","B","V3","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","pass","fail","pass","fail"
"2163",2163,2163,"fail",6,"c","L4","D","V3","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"2164",2164,2164,"fail",6,"d","L3","B","V6","gasoline","high","SOHC","inline","Yes","Yes","Yes","No","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"2165",2165,2165,"fail",6,"c","L1","C","V5","gasoline","low","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"2166",2166,2166,"pass",8,"c","L2","B","V1","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"2167",2167,2167,"pass",4,"c","L1","C","V3","gasoline","low","SOHC","V","Yes","Yes","Yes","Yes","Roller","high","linear","high","low","CD1","LD1","pass","fail","pass","fail"
"2168",2168,2168,"fail",6,"f","L3","D","V3","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"2169",2169,2169,"fail",4,"c","L3","B","V1","gasoline","high","DOHC","V","Yes","Yes","No","Yes","Roller","high","rotary","high","low","CD1","LD1","pass","fail","pass","fail"
"2170",2170,2170,"fail",4,"c","L4","D","V4","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2171",2171,2171,"fail",6,"f","L4","B","V2","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","low","CD1","LD1","fail","pass","fail","pass"
"2172",2172,2172,"fail",8,"c","L3","D","V2","gasoline","high","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"2173",2173,2173,"fail",4,"c","L4","C","V1","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"2174",2174,2174,"fail",6,"b","L1","C","V5","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","fail","pass","fail","pass"
"2175",2175,2175,"pass",6,"c","L2","B","V6","gasoline","high","SOHC","inline","Yes","Yes","Yes","No","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2176",2176,2176,"fail",4,"a","L3","C","V4","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"2177",2177,2177,"pass",4,"c","L4","B","V2","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD2","LD1","pass","fail","pass","fail"
"2178",2178,2178,"fail",8,"d","L1","B","V5","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","fail","pass","fail","pass"
"2179",2179,2179,"pass",4,"a","L4","C","V2","gasoline","low","SOHC","V","Yes","Yes","No","No","Roller","high","linear","high","low","CD1","LD1","fail","pass","fail","pass"
"2180",2180,2180,"fail",8,"d","L3","D","V6","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"2181",2181,2181,"pass",8,"c","L3","D","V6","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
